script,avg_energy_uj,avg_runtime_s,LOC,CC_total,CC_avg,CC_max,halstead_volume,maintainability_index,code_smells,avg_energy_uj_pct_change,avg_runtime_s_pct_change,LOC_pct_change,CC_total_pct_change,CC_avg_pct_change,CC_max_pct_change,halstead_volume_pct_change,maintainability_index_pct_change,code_smells_pct_change
minimum_spanning_tree.py,2454168.6,0.2346040786011144,48,12,2.4,5,156.91,46.34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_minimum_spanning_tree.py,2386822.4,0.2313689762027934,47,11,2.2,4,155.11,46.71,8,-2.74,-1.38,-2.08,-8.33,-8.33,-20.0,-1.15,0.8,-20.0
deepseek_green_minimum_spanning_tree.py,2461578.0,0.2337998181988951,51,12,2.4,4,189.46,45.19,10,0.3,-0.34,6.25,0.0,0.0,-20.0,20.74,-2.48,0.0
deepseek_multi_minimum_spanning_tree.py,2421795.4,0.2315803213976323,47,11,2.2,4,155.11,46.71,8,-1.32,-1.29,-2.08,-8.33,-8.33,-20.0,-1.15,0.8,-20.0
deepseek_stagedcg_minimum_spanning_tree.py,2461065.6,0.2328442696016281,58,14,2.8,6,187.49,43.73,8,0.28,-0.75,20.83,16.67,16.67,20.0,19.49,-5.63,-20.0
deepseek_stagedgc_minimum_spanning_tree.py,2444464.0,0.2330419499892741,52,12,2.4,4,171.18,45.31,4,-0.4,-0.67,8.33,0.0,0.0,-20.0,9.09,-2.22,-60.0
gpt_clean_minimum_spanning_tree.py,2421966.4,0.2333829493960365,47,11,2.2,4,173.06,46.37,10,-1.31,-0.52,-2.08,-8.33,-8.33,-20.0,10.29,0.06,0.0
gpt_green_minimum_spanning_tree.py,2466534.4,0.2346945257973857,68,13,2.6,5,267.64,41.28,10,0.5,0.04,41.67,8.33,8.33,0.0,70.57,-10.92,0.0
gpt_multi_minimum_spanning_tree.py,2429315.0,0.2334609695943072,48,11,2.2,4,155.11,46.51,10,-1.01,-0.49,0.0,-8.33,-8.33,-20.0,-1.15,0.37,0.0
gpt_stagedcg_minimum_spanning_tree.py,2455743.2,0.2331196320010349,60,12,2.4,4,191.37,43.62,10,0.06,-0.63,25.0,0.0,0.0,-20.0,21.96,-5.87,0.0
gpt_stagedgc_minimum_spanning_tree.py,2432940.8,0.2330593059887178,59,12,2.4,4,191.37,43.78,10,-0.86,-0.66,22.92,0.0,0.0,-20.0,21.96,-5.52,0.0
llama_clean_minimum_spanning_tree.py,2409930.2,0.2341323095955886,45,11,2.2,5,123.79,47.8,8,-1.8,-0.2,-6.25,-8.33,-8.33,0.0,-21.11,3.15,-20.0
llama_green_minimum_spanning_tree.py,2402606.2,0.2312279549892991,48,10,2.0,4,173.06,46.31,10,-2.1,-1.44,0.0,-16.67,-16.67,-20.0,10.29,-0.06,0.0
llama_multi_minimum_spanning_tree.py,2407086.2,0.231661158602219,49,10,2.0,4,155.11,46.45,8,-1.92,-1.25,2.08,-16.67,-16.67,-20.0,-1.15,0.24,-20.0
llama_stagedcg_minimum_spanning_tree.py,2411029.0,0.2319179192068986,45,11,2.2,5,123.79,47.8,8,-1.76,-1.14,-6.25,-8.33,-8.33,0.0,-21.11,3.15,-20.0
llama_stagedgc_minimum_spanning_tree.py,2455303.4,0.2334673764067702,48,11,2.2,4,173.06,46.17,5,0.05,-0.48,0.0,-8.33,-8.33,-20.0,10.29,-0.37,-50.0
qwen_clean_minimum_spanning_tree.py,2444842.4,0.2328300238004885,48,11,2.2,4,155.11,46.51,7,-0.38,-0.76,0.0,-8.33,-8.33,-20.0,-1.15,0.37,-30.0
qwen_green_minimum_spanning_tree.py,2452716.0,0.2329982622060925,48,11,2.2,4,191.37,45.87,10,-0.06,-0.68,0.0,-8.33,-8.33,-20.0,21.96,-1.01,0.0
qwen_multi_minimum_spanning_tree.py,2439532.4,0.2312193688005209,49,11,2.2,4,173.06,45.98,10,-0.6,-1.44,2.08,-8.33,-8.33,-20.0,10.29,-0.78,0.0
qwen_stagedcg_minimum_spanning_tree.py,2433721.6,0.2343409367953427,49,11,2.2,4,155.11,46.31,7,-0.83,-0.11,2.08,-8.33,-8.33,-20.0,-1.15,-0.06,-30.0
qwen_stagedgc_minimum_spanning_tree.py,2440801.8,0.2317383585846983,49,11,2.2,4,173.06,45.98,7,-0.54,-1.22,2.08,-8.33,-8.33,-20.0,10.29,-0.78,-30.0
,,,,,,,,,,,,,,,,,,
priority_queue.py,4726709.0,0.4724688864022027,44,13,1.86,4,66.61,49.63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_priority_queue.py,4706482.4,0.4723707346012816,51,15,1.67,4,70.32,47.8,3,-0.43,-0.02,15.91,15.38,-10.22,0.0,5.57,-3.69,
deepseek_green_priority_queue.py,,,0,14,2.0,5,0.0,0.0,0,,,-100.0,7.69,7.53,25.0,-100.0,-100.0,
deepseek_multi_priority_queue.py,4717712.6,0.4723348997998983,52,15,1.67,3,72.0,47.54,0,-0.19,-0.03,18.18,15.38,-10.22,-25.0,8.09,-4.21,
deepseek_stagedcg_priority_queue.py,4722192.6,0.4726283263938967,62,18,2.0,7,171.18,42.84,3,-0.1,0.03,40.91,38.46,7.53,75.0,156.99,-13.68,
deepseek_stagedgc_priority_queue.py,,,0,16,1.78,4,0.0,0.0,0,,,-100.0,23.08,-4.3,0.0,-100.0,-100.0,
gpt_clean_priority_queue.py,4734509.6,0.4721645573968999,45,14,1.75,4,70.32,49.12,0,0.17,-0.06,2.27,7.69,-5.91,0.0,5.57,-1.03,
gpt_green_priority_queue.py,4826550.4,0.4723077401751652,57,16,2.29,9,88.0,45.93,0,2.11,-0.03,29.55,23.08,23.12,125.0,32.11,-7.46,
gpt_multi_priority_queue.py,4694848.4,0.4725633883965202,44,13,1.86,4,129.66,47.61,0,-0.67,0.02,0.0,0.0,0.0,0.0,94.66,-4.07,
gpt_stagedcg_priority_queue.py,4753613.2,0.4721453565987758,53,15,1.88,5,133.78,45.48,0,0.57,-0.07,20.45,15.38,1.08,25.0,100.84,-8.36,
gpt_stagedgc_priority_queue.py,4765771.4,0.4721826568013057,65,17,1.89,5,87.57,44.57,0,0.83,-0.06,47.73,30.77,1.61,25.0,31.47,-10.2,
llama_clean_priority_queue.py,4655371.2,0.4722399994032457,49,15,1.67,3,70.32,48.18,0,-1.51,-0.05,11.36,15.38,-10.22,-25.0,5.57,-2.92,
llama_green_priority_queue.py,4669885.4,0.4717484030057676,42,12,1.71,4,53.77,50.86,0,-1.2,-0.15,-4.55,-7.69,-8.06,0.0,-19.28,2.48,
llama_multi_priority_queue.py,4688794.2,0.4723124100011773,43,12,1.5,3,57.11,50.45,0,-0.8,-0.03,-2.27,-7.69,-19.35,-25.0,-14.26,1.65,
llama_stagedcg_priority_queue.py,4767187.6,0.4726175287854858,47,14,1.56,3,57.11,49.34,0,0.86,0.03,6.82,7.69,-16.13,-25.0,-14.26,-0.58,
llama_stagedgc_priority_queue.py,4781421.0,0.4720478588016704,44,13,1.62,4,53.77,50.28,0,1.16,-0.09,0.0,0.0,-12.9,0.0,-19.28,1.31,
qwen_clean_priority_queue.py,4759875.4,0.4727339167962782,47,14,2.0,4,76.15,48.47,0,0.7,0.06,6.82,7.69,7.53,0.0,14.32,-2.34,
qwen_green_priority_queue.py,4731384.4,0.4721365447971039,51,14,2.0,5,129.66,46.07,3,0.1,-0.07,15.91,7.69,7.53,25.0,94.66,-7.17,
qwen_multi_priority_queue.py,4721008.6,0.4720851266174577,52,15,2.14,5,144.75,45.42,3,-0.12,-0.08,18.18,15.38,15.05,25.0,117.31,-8.48,
qwen_stagedcg_priority_queue.py,4706457.6,0.4719078851747326,57,15,2.14,5,180.69,43.88,0,-0.43,-0.12,29.55,15.38,15.05,25.0,171.27,-11.59,
qwen_stagedgc_priority_queue.py,4694714.8,0.4728014528052881,51,14,2.0,5,129.66,46.07,3,-0.68,0.07,15.91,7.69,7.53,25.0,94.66,-7.17,
,,,,,,,,,,,,,,,,,,
satisfiability.py,2518951.2,0.2326386343978811,72,31,5.17,10,157.89,39.92,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_satisfiability.py,2537823.4,0.2455971144023351,70,31,4.43,10,125.34,40.89,0,0.75,5.57,-2.78,0.0,-14.31,0.0,-20.62,2.43,-100.0
deepseek_green_satisfiability.py,2557940.6,0.2406380897969939,92,38,6.33,11,197.1,35.98,4,1.55,3.44,27.78,22.58,22.44,10.0,24.83,-9.87,0.0
deepseek_multi_satisfiability.py,2550982.2,0.2386162900016643,70,29,7.25,10,194.32,39.83,1,1.27,2.57,-2.78,-6.45,40.23,0.0,23.07,-0.23,-75.0
deepseek_stagedcg_satisfiability.py,,,99,37,5.29,10,221.14,35.07,0,,,37.5,19.35,2.32,0.0,40.06,-12.15,-100.0
deepseek_stagedgc_satisfiability.py,,,80,32,4.0,10,100.08,40.18,0,,,11.11,3.23,-22.63,0.0,-36.61,0.65,-100.0
gpt-5.4_clean_satisfiability.py,2545660.0,0.2356015077966731,78,33,3.67,8,89.92,40.61,8,1.06,1.27,8.33,6.45,-29.01,-20.0,-43.05,1.73,100.0
gpt-5.4_green_satisfiability.py,2544012.0,0.2356912788003683,83,27,6.75,14,197.15,38.44,4,0.99,1.31,15.28,-12.9,30.56,40.0,24.87,-3.71,0.0
gpt-5.4_multi_satisfiability.py,2531378.0,0.2347489192034118,74,31,5.17,10,100.08,41.05,5,0.49,0.91,2.78,0.0,0.0,0.0,-36.61,2.83,25.0
gpt-5.4_stagedgc_satisfiability.py,2529693.2,0.2350167445954866,81,29,4.14,7,118.94,39.94,6,0.43,1.02,12.5,-6.45,-19.92,-30.0,-24.67,0.05,50.0
gpt_stagedcg_satisfiability.py,2530645.6,0.2373775748070329,89,24,3.43,6,125.34,39.56,5,0.46,2.04,23.61,-22.58,-33.66,-40.0,-20.62,-0.9,25.0
llama_clean_satisfiability.py,,,62,31,5.17,9,123.19,42.09,0,,,-13.89,0.0,0.0,-10.0,-21.98,5.44,-100.0
llama_green_satisfiability.py,2516204.2,0.2343459474039264,73,31,5.17,10,127.38,40.44,0,-0.11,0.73,1.39,0.0,0.0,0.0,-19.32,1.3,-100.0
llama_multi_satisfiability.py,2543438.6,0.2334543231991119,68,26,5.2,8,149.28,41.31,3,0.97,0.35,-5.56,-16.13,0.58,-20.0,-5.45,3.48,-25.0
llama_stagedcg_satisfiability.py,2516351.0,0.2372767476132139,71,30,6.0,9,230.62,39.04,3,-0.1,1.99,-1.39,-3.23,16.05,-10.0,46.06,-2.2,-25.0
llama_stagedgc_satisfiability.py,2567193.2,0.2321481431950815,86,33,3.67,8,167.18,37.8,0,1.92,-0.21,19.44,6.45,-29.01,-20.0,5.88,-5.31,-100.0
qwen_clean_satisfiability.py,2518426.0,0.2359638419933617,69,27,5.4,10,149.28,41.03,2,-0.02,1.43,-4.17,-12.9,4.45,0.0,-5.45,2.78,-50.0
qwen_green_satisfiability.py,,,94,44,7.33,10,393.08,32.87,4,,,30.56,41.94,41.78,0.0,148.96,-17.66,0.0
qwen_multi_satisfiability.py,2572478.8,0.23526073921239,80,33,6.6,10,262.33,37.11,3,2.12,1.13,11.11,6.45,27.66,0.0,66.15,-7.04,-25.0
qwen_stagedcg_satisfiability.py,2544525.0,0.2436387220164761,88,34,4.86,8,201.91,36.87,5,1.02,4.73,22.22,9.68,-6.0,-20.0,27.88,-7.64,25.0
qwen_stagedgc_satisfiability.py,,,88,36,7.2,10,183.32,36.89,3,,,22.22,16.13,39.26,0.0,16.11,-7.59,-25.0
,,,,,,,,,,,,,,,,,,
sqrt_decomposition.py,2533135.4,0.2356963803991675,42,14,4.67,9,555.61,43.49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_sqrt_decomposition.py,2579241.4,0.2438617298030294,46,18,2.25,4,550.65,42.12,0,1.82,3.46,9.52,28.57,-51.82,-55.56,-0.89,-3.15,
deepseek_green_sqrt_decomposition.py,2586700.0,0.2351599875953979,53,14,4.67,9,558.22,41.27,0,2.11,-0.23,26.19,0.0,0.0,0.0,0.47,-5.1,
deepseek_multi_sqrt_decomposition.py,2608159.6,0.2425391707976814,43,14,2.33,4,550.65,43.29,0,2.96,2.9,2.38,0.0,-50.11,-55.56,-0.89,-0.46,
deepseek_stagedcg_sqrt_decomposition.py,2630987.0,0.2481615641969256,55,16,2.0,4,550.65,40.69,0,3.86,5.29,30.95,14.29,-57.17,-55.56,-0.89,-6.44,
deepseek_stagedgc_sqrt_decomposition.py,2595708.6,0.2463386663934215,56,14,2.8,5,676.97,40.16,0,2.47,4.52,33.33,0.0,-40.04,-44.44,21.84,-7.66,
gpt-5.4_clean_sqrt_decomposition.py,2571941.6,0.2411005838017445,46,10,1.67,2,414.27,44.06,1,1.53,2.29,9.52,-28.57,-64.24,-77.78,-25.44,1.31,
gpt-5.4_green_sqrt_decomposition.py,2609636.8,0.2385315640014596,51,12,4.0,6,552.94,41.93,1,3.02,1.2,21.43,-14.29,-14.35,-33.33,-0.48,-3.59,
gpt-5.4_multi_sqrt_decomposition.py,2601873.0,0.2411870825919322,47,11,2.2,4,492.6,43.19,1,2.71,2.33,11.9,-21.43,-52.89,-55.56,-11.34,-0.69,
gpt-5.4_stagedcg_sqrt_decomposition.py,2586773.2,0.2409048583940602,58,13,2.6,6,466.59,41.1,1,2.12,2.21,38.1,-7.14,-44.33,-33.33,-16.02,-5.5,
gpt-5.4_stagedgc_sqrt_decomposition.py,2563104.0,0.2427504262072034,47,10,1.67,2,374.41,44.16,1,1.18,2.99,11.9,-28.57,-64.24,-77.78,-32.61,1.54,
llama_clean_sqrt_decomposition.py,2560247.2,0.2448659020010382,48,15,2.5,6,590.69,41.9,1,1.07,3.89,14.29,7.14,-46.47,-33.33,6.31,-3.66,
llama_green_sqrt_decomposition.py,2553985.2,0.2364977167919278,42,10,3.33,5,564.39,43.98,0,0.82,0.34,0.0,-28.57,-28.69,-44.44,1.58,1.13,
llama_multi_sqrt_decomposition.py,2612249.2,0.2412518015946261,48,17,2.83,6,563.31,41.78,0,3.12,2.36,14.29,21.43,-39.4,-33.33,1.39,-3.93,
llama_stagedcg_sqrt_decomposition.py,2588592.0,0.2465643785777501,45,14,2.33,6,545.89,42.89,1,2.19,4.61,7.14,0.0,-50.11,-33.33,-1.75,-1.38,
llama_stagedgc_sqrt_decomposition.py,2588982.8,0.2445814742008224,46,11,1.57,3,375.03,44.23,1,2.2,3.77,9.52,-21.43,-66.38,-66.67,-32.5,1.7,
qwen_clean_sqrt_decomposition.py,2565618.4,0.2400199971860274,44,11,3.67,7,510.94,43.71,0,1.28,1.83,4.76,-21.43,-21.41,-22.22,-8.04,0.51,
qwen_green_sqrt_decomposition.py,2609026.4,0.2398983482155017,44,11,3.67,7,510.94,43.71,0,3.0,1.78,4.76,-21.43,-21.41,-22.22,-8.04,0.51,
qwen_multi_sqrt_decomposition.py,2541070.0,0.233734195609577,44,11,3.67,7,510.94,43.71,0,0.31,-0.83,4.76,-21.43,-21.41,-22.22,-8.04,0.51,
qwen_stagedcg_sqrt_decomposition.py,2582366.8,0.2387386614107526,48,12,4.0,8,610.02,42.21,0,1.94,1.29,14.29,-14.29,-14.35,-11.11,9.79,-2.94,
qwen_stagedgc_sqrt_decomposition.py,2552996.0,0.2383081428008154,44,11,3.67,7,510.94,43.71,0,0.78,1.11,4.76,-21.43,-21.41,-22.22,-8.04,0.51,
,,,,,,,,,,,,,,,,,,
strongly_connected_components_kosaraju.py,2436541.8,0.231434610200813,41,14,4.67,8,159.91,47.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_strongly_connected_components_kosaraju.py,2399969.2,0.2348311005975119,44,15,3.75,5,68.53,49.28,3,-1.5,1.47,7.32,7.14,-19.7,-37.5,-57.14,3.75,-57.14
deepseek_green_strongly_connected_components_kosaraju.py,2421759.0,0.2310467148025054,40,14,4.67,8,129.27,48.38,5,-0.61,-0.17,-2.44,0.0,0.0,0.0,-19.16,1.85,-28.57
deepseek_multi_strongly_connected_components_kosaraju.py,2392913.8,0.233784488402307,45,16,4.0,5,85.84,48.25,4,-1.79,1.02,9.76,14.29,-14.35,-37.5,-46.32,1.58,-42.86
deepseek_stagedcg_strongly_connected_components_kosaraju.py,2429803.2,0.2345853914157487,55,16,4.0,5,153.73,44.57,5,-0.28,1.36,34.15,14.29,-14.35,-37.5,-3.86,-6.17,-28.57
deepseek_stagedgc_strongly_connected_components_kosaraju.py,2405194.2,0.2321946521929931,49,18,3.6,5,78.14,47.46,5,-1.29,0.33,19.51,28.57,-22.91,-37.5,-51.14,-0.08,-28.57
gpt_clean_strongly_connected_components_kosaraju.py,2465911.6,0.2333507192088291,50,18,3.6,5,78.14,47.26,5,1.21,0.83,21.95,28.57,-22.91,-37.5,-51.14,-0.51,-28.57
gpt_green_strongly_connected_components_kosaraju.py,2420623.4,0.2333756451844237,57,17,8.5,14,106.27,45.22,5,-0.65,0.84,39.02,21.43,82.01,75.0,-33.54,-4.8,-28.57
gpt_multi_strongly_connected_components_kosaraju.py,2447247.2,0.232537074200809,49,18,3.6,5,78.14,47.46,5,0.44,0.48,19.51,28.57,-22.91,-37.5,-51.14,-0.08,-28.57
gpt_stagedcg_strongly_connected_components_kosaraju.py,2469048.8,0.2343462224001996,66,22,4.4,6,114.69,42.93,5,1.33,1.26,60.98,57.14,-5.78,-25.0,-28.28,-9.62,-28.57
gpt_stagedgc_strongly_connected_components_kosaraju.py,2465679.6,0.2342244967934675,68,20,4.0,6,110.45,43.03,7,1.2,1.21,65.85,42.86,-14.35,-25.0,-30.93,-9.41,0.0
llama_clean_strongly_connected_components_kosaraju.py,2424310.4,0.2310362627846189,45,15,3.75,5,68.53,49.06,0,-0.5,-0.17,9.76,7.14,-19.7,-37.5,-57.14,3.28,-100.0
llama_green_strongly_connected_components_kosaraju.py,2411126.4,0.2327935050008818,40,14,4.67,8,129.27,48.38,5,-1.04,0.59,-2.44,0.0,0.0,0.0,-19.16,1.85,-28.57
llama_multi_strongly_connected_components_kosaraju.py,2435186.8,0.2327412193990312,45,15,3.75,5,68.53,49.06,0,-0.06,0.56,9.76,7.14,-19.7,-37.5,-57.14,3.28,-100.0
llama_stagedcg_strongly_connected_components_kosaraju.py,2413848.8,0.2329252534080296,45,15,3.75,5,68.53,49.06,0,-0.93,0.64,9.76,7.14,-19.7,-37.5,-57.14,3.28,-100.0
llama_stagedgc_strongly_connected_components_kosaraju.py,2424957.6,0.2300186565844342,46,16,3.2,4,70.32,48.64,0,-0.48,-0.61,12.2,14.29,-31.48,-50.0,-56.03,2.4,-100.0
qwen_clean_strongly_connected_components_kosaraju.py,2479437.0,0.2344832149916328,50,18,3.6,5,78.14,47.26,5,1.76,1.32,21.95,28.57,-22.91,-37.5,-51.14,-0.51,-28.57
qwen_green_strongly_connected_components_kosaraju.py,2445843.6,0.2329075088026002,49,18,6.0,12,182.84,44.87,6,0.38,0.64,19.51,28.57,28.48,50.0,14.34,-5.54,-14.29
qwen_multi_strongly_connected_components_kosaraju.py,2420318.4,0.2311960652004927,45,15,3.75,5,68.53,49.06,5,-0.67,-0.1,9.76,7.14,-19.7,-37.5,-57.14,3.28,-28.57
qwen_stagedcg_strongly_connected_components_kosaraju.py,2477203.0,0.2365751711884513,65,23,4.6,6,153.8,42.05,5,1.67,2.22,58.54,64.29,-1.5,-25.0,-3.82,-11.47,-28.57
qwen_stagedgc_strongly_connected_components_kosaraju.py,2445196.6,0.2334349641925655,51,18,4.5,8,78.14,47.08,4,0.36,0.86,24.39,28.57,-3.64,0.0,-51.14,-0.88,-42.86
,,,,,,,,,,,,,,,,,,
traversal.py,2420758.2,0.2311232526029925,38,14,4.67,5,79.95,50.33,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_traversal.py,2363665.8,0.2315433997951913,33,8,2.0,3,53.77,53.68,1,-2.36,0.18,-13.16,-42.86,-57.17,-40.0,-32.75,6.66,-85.71
deepseek_green_traversal.py,2399041.8,0.2331181224086322,41,13,4.33,5,100.08,49.06,7,-0.9,0.86,7.89,-7.14,-7.28,0.0,25.18,-2.52,0.0
deepseek_multi_traversal.py,2372027.4,0.232463959796587,30,8,2.0,3,53.77,54.58,1,-2.01,0.58,-21.05,-42.86,-57.17,-40.0,-32.75,8.44,-85.71
deepseek_stagedcg_traversal.py,3170805.0,0.4675156874000095,44,13,3.25,4,68.53,49.55,1,30.98,102.28,15.79,-7.14,-30.41,-20.0,-14.28,-1.55,-85.71
deepseek_stagedgc_traversal.py,2385882.8,0.234954764007125,43,16,4.0,10,148.6,47.01,1,-1.44,1.66,13.16,14.29,-14.35,100.0,85.87,-6.6,-85.71
gpt_clean_traversal.py,2404498.2,0.2314413413871079,32,11,2.75,5,64.73,53.01,4,-0.67,0.14,-15.79,-21.43,-41.11,0.0,-19.04,5.32,-42.86
gpt_green_traversal.py,2420416.2,0.2328490567975677,47,12,4.0,4,85.84,48.37,7,-0.01,0.75,23.68,-14.29,-14.35,-20.0,7.37,-3.89,0.0
gpt_multi_traversal.py,3142094.2,0.4716436925926245,34,11,2.75,5,53.77,53.0,4,29.8,104.07,-10.53,-21.43,-41.11,0.0,-32.75,5.3,-42.86
gpt_stagedcg_traversal.py,2389532.4,0.2291872381931171,49,15,3.0,5,101.95,47.05,4,-1.29,-0.84,28.95,7.14,-35.76,0.0,27.52,-6.52,-42.86
gpt_stagedgc_traversal.py,2401947.0,0.2292458577896468,45,12,3.0,6,70.32,49.39,4,-0.78,-0.81,18.42,-14.29,-35.76,20.0,-12.05,-1.87,-42.86
llama_clean_traversal.py,3066764.8,0.4676009921939112,36,12,6.0,8,62.91,51.84,1,26.69,102.32,-5.26,-14.29,28.48,60.0,-21.31,3.0,-85.71
llama_green_traversal.py,2440106.2,0.2339922150014899,33,15,5.0,5,79.95,51.53,2,0.8,1.24,-13.16,7.14,7.07,0.0,0.0,2.38,-71.43
llama_multi_traversal.py,3154594.0,0.4658013819949701,38,12,6.0,8,62.91,51.33,1,30.31,101.54,0.0,-14.29,28.48,60.0,-21.31,1.99,-85.71
llama_stagedcg_traversal.py,,,33,14,3.5,7,51.89,52.98,1,,,-13.16,0.0,-25.05,40.0,-35.1,5.27,-85.71
llama_stagedgc_traversal.py,2415838.6,0.2329603237798437,35,15,7.5,10,99.91,50.3,2,-0.2,0.79,-7.89,7.14,60.6,100.0,24.97,-0.06,-71.43
qwen_clean_traversal.py,2400824.0,0.2312754580052569,33,9,3.0,3,82.04,52.26,1,-0.82,0.07,-13.16,-35.71,-35.76,-40.0,2.61,3.83,-85.71
qwen_green_traversal.py,2428058.0,0.2317506038001738,38,12,4.0,5,116.69,49.45,6,0.3,0.27,0.0,-14.29,-14.35,0.0,45.95,-1.75,-14.29
qwen_multi_traversal.py,2395233.2,0.2313010710175149,34,12,3.0,6,51.89,52.97,1,-1.05,0.08,-10.53,-14.29,-35.76,20.0,-35.1,5.25,-85.71
qwen_stagedcg_traversal.py,3138737.2,0.4630042787990532,34,9,3.0,3,82.04,51.98,1,29.66,100.33,-10.53,-35.71,-35.76,-40.0,2.61,3.28,-85.71
qwen_stagedgc_traversal.py,2443585.0,0.2313422275939956,39,12,4.0,5,116.69,49.21,1,0.94,0.09,2.63,-14.29,-14.35,0.0,45.95,-2.23,-85.71
,,,,,,,,,,,,,,,,,,
trie_add_and_search.py,3189518.0,0.4669844070100225,62,25,3.57,10,204.46,41.36,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_trie_add_and_search.py,3150809.8,0.471593500196468,67,30,2.73,7,192.29,40.14,7,-1.21,0.99,8.06,20.0,-23.53,-30.0,-5.95,-2.95,0.0
deepseek_green_trie_add_and_search.py,3222379.4,0.4726203029975295,67,26,3.25,9,232.85,40.09,7,1.03,1.21,8.06,4.0,-8.96,-10.0,13.89,-3.07,0.0
deepseek_multi_trie_add_and_search.py,3135502.2,0.470945342403138,54,22,2.75,7,171.9,43.6,7,-1.69,0.85,-12.9,-12.0,-22.97,-30.0,-15.92,5.42,0.0
deepseek_stagedcg_trie_add_and_search.py,3236331.8,0.4709738778008613,88,31,3.1,7,354.86,35.56,7,1.47,0.85,41.94,24.0,-13.17,-30.0,73.56,-14.02,0.0
deepseek_stagedgc_trie_add_and_search.py,3151395.8,0.4723324966034852,64,25,2.5,6,176.47,41.51,7,-1.2,1.15,3.23,0.0,-29.97,-40.0,-13.69,0.36,0.0
gpt_clean_trie_add_and_search.py,3143497.8,0.4720388446003198,50,21,2.33,5,148.6,44.91,7,-1.44,1.08,-19.35,-16.0,-34.73,-50.0,-27.32,8.58,0.0
gpt_green_trie_add_and_search.py,3244035.0,0.4722954439814202,76,27,3.38,9,213.03,39.04,7,1.71,1.14,22.58,8.0,-5.32,-10.0,4.19,-5.61,0.0
gpt_multi_trie_add_and_search.py,3174626.0,0.4704321424127556,52,21,2.62,7,146.72,44.57,7,-0.47,0.74,-16.13,-16.0,-26.61,-30.0,-28.24,7.76,0.0
gpt_stagedcg_trie_add_and_search.py,3124527.8,0.471800788200926,71,25,2.78,6,203.12,40.1,7,-2.04,1.03,14.52,0.0,-22.13,-40.0,-0.66,-3.05,0.0
gpt_stagedgc_trie_add_and_search.py,3194217.6,0.4723597290110774,69,25,2.78,6,211.0,40.25,7,0.15,1.15,11.29,0.0,-22.13,-40.0,3.2,-2.68,0.0
llama_clean_trie_add_and_search.py,3066593.8,0.4673276077955961,32,10,2.0,5,39.86,54.61,4,-3.85,0.07,-48.39,-60.0,-43.98,-50.0,-80.5,32.04,-42.86
llama_green_trie_add_and_search.py,3171549.6,0.4690187392057851,58,23,3.29,8,144.95,43.31,7,-0.56,0.44,-6.45,-8.0,-7.84,-20.0,-29.11,4.71,0.0
llama_multi_trie_add_and_search.py,3145768.2,0.4616724652121775,34,11,2.2,5,53.77,53.0,0,-1.37,-1.14,-45.16,-56.0,-38.38,-50.0,-73.7,28.14,-100.0
llama_stagedcg_trie_add_and_search.py,3181840.2,0.4661688250023871,32,10,2.0,5,39.86,54.61,0,-0.24,-0.17,-48.39,-60.0,-43.98,-50.0,-80.5,32.04,-100.0
llama_stagedgc_trie_add_and_search.py,3125663.4,0.4716934989904985,31,10,2.0,5,51.81,54.12,0,-2.0,1.01,-50.0,-60.0,-43.98,-50.0,-74.66,30.85,-100.0
qwen_clean_trie_add_and_search.py,3146745.2,0.4720722013851627,54,22,2.75,6,160.47,43.81,8,-1.34,1.09,-12.9,-12.0,-22.97,-40.0,-21.52,5.92,14.29
qwen_green_trie_add_and_search.py,3228019.0,0.4707703542080708,65,26,3.25,11,183.4,41.11,8,1.21,0.81,4.84,4.0,-8.96,10.0,-10.3,-0.6,14.29
qwen_multi_trie_add_and_search.py,3156595.6,0.4723706737742759,60,22,2.44,5,174.23,42.56,7,-1.03,1.15,-3.23,-12.0,-31.65,-50.0,-14.79,2.9,0.0
qwen_stagedcg_trie_add_and_search.py,3177347.6,0.4722505797981284,61,23,2.88,6,164.52,42.44,8,-0.38,1.13,-1.61,-8.0,-19.33,-40.0,-19.53,2.61,14.29
qwen_stagedgc_trie_add_and_search.py,3162394.2,0.4696306167985312,57,24,3.0,10,204.46,42.29,8,-0.85,0.57,-8.06,-4.0,-15.97,0.0,0.0,2.25,14.29
,,,,,,,,,,,,,,,,,,
union_find.py,2494549.2,0.2334992860036436,38,7,1.75,3,89.21,50.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_clean_union_find.py,2542303.2,0.236377481004456,38,7,1.75,3,89.21,50.94,0,1.91,1.23,0.0,0.0,0.0,0.0,0.0,0.0,
